date_id,full_date,day,month,quarter,year,weekday_flag,holiday_flag
601,2025-08-23,23,8,3,2025,N,Y
602,2025-08-24,24,8,3,2025,N,Y
603,2025-08-25,25,8,3,2025,Y,N
604,2025-08-26,26,8,3,2025,Y,Y
605,2025-08-27,27,8,3,2025,Y,Y
606,2025-08-28,28,8,3,2025,Y,N
607,2025-08-29,29,8,3,2025,Y,Y
608,2025-08-30,30,8,3,2025,N,N
609,2025-08-31,31,8,3,2025,N,Y
610,2025-09-01,1,9,3,2025,Y,N
611,2025-09-02,2,9,3,2025,Y,N
612,2025-09-03,3,9,3,2025,Y,N
613,2025-09-04,4,9,3,2025,Y,N
614,2025-09-05,5,9,3,2025,Y,N
615,2025-09-06,6,9,3,2025,N,N
616,2025-09-07,7,9,3,2025,N,Y
617,2025-09-08,8,9,3,2025,Y,Y
618,2025-09-09,9,9,3,2025,Y,Y
619,2025-09-10,10,9,3,2025,Y,Y
620,2025-09-11,11,9,3,2025,Y,Y
621,2025-09-12,12,9,3,2025,Y,Y
622,2025-09-13,13,9,3,2025,N,N
623,2025-09-14,14,9,3,2025,N,Y
624,2025-09-15,15,9,3,2025,Y,N
625,2025-09-16,16,9,3,2025,Y,N
626,2025-09-17,17,9,3,2025,Y,Y
627,2025-09-18,18,9,3,2025,Y,N
628,2025-09-19,19,9,3,2025,Y,N
629,2025-09-20,20,9,3,2025,N,Y
630,2025-09-21,21,9,3,2025,N,Y
631,2025-09-22,22,9,3,2025,Y,N
632,2025-09-23,23,9,3,2025,Y,Y
633,2025-09-24,24,9,3,2025,Y,Y
634,2025-09-25,25,9,3,2025,Y,N
635,2025-09-26,26,9,3,2025,Y,N
636,2025-09-27,27,9,3,2025,N,N
637,2025-09-28,28,9,3,2025,N,N
638,2025-09-29,29,9,3,2025,Y,Y
639,2025-09-30,30,9,3,2025,Y,Y
640,2025-10-01,1,10,4,2025,Y,N
641,2025-10-02,2,10,4,2025,Y,N
642,2025-10-03,3,10,4,2025,Y,N
643,2025-10-04,4,10,4,2025,N,Y
644,2025-10-05,5,10,4,2025,N,Y
645,2025-10-06,6,10,4,2025,Y,Y
646,2025-10-07,7,10,4,2025,Y,N
647,2025-10-08,8,10,4,2025,Y,Y
648,2025-10-09,9,10,4,2025,Y,Y
649,2025-10-10,10,10,4,2025,Y,N
650,2025-10-11,11,10,4,2025,N,Y
651,2025-10-12,12,10,4,2025,N,Y
652,2025-10-13,13,10,4,2025,Y,N
653,2025-10-14,14,10,4,2025,Y,Y
654,2025-10-15,15,10,4,2025,Y,N
655,2025-10-16,16,10,4,2025,Y,Y
656,2025-10-17,17,10,4,2025,Y,N
657,2025-10-18,18,10,4,2025,N,Y
658,2025-10-19,19,10,4,2025,N,Y
659,2025-10-20,20,10,4,2025,Y,N
660,2025-10-21,21,10,4,2025,Y,N
661,2025-10-22,22,10,4,2025,Y,N
662,2025-10-23,23,10,4,2025,Y,N
663,2025-10-24,24,10,4,2025,Y,Y
664,2025-10-25,25,10,4,2025,N,N
665,2025-10-26,26,10,4,2025,N,N
666,2025-10-27,27,10,4,2025,Y,N
667,2025-10-28,28,10,4,2025,Y,N
668,2025-10-29,29,10,4,2025,Y,N
669,2025-10-30,30,10,4,2025,Y,Y
670,2025-10-31,31,10,4,2025,Y,Y
671,2025-11-01,1,11,4,2025,N,Y
672,2025-11-02,2,11,4,2025,N,N
673,2025-11-03,3,11,4,2025,Y,N
674,2025-11-04,4,11,4,2025,Y,N
675,2025-11-05,5,11,4,2025,Y,Y
676,2025-11-06,6,11,4,2025,Y,N
677,2025-11-07,7,11,4,2025,Y,Y
678,2025-11-08,8,11,4,2025,N,Y
679,2025-11-09,9,11,4,2025,N,N
680,2025-11-10,10,11,4,2025,Y,N
681,2025-11-11,11,11,4,2025,Y,N
682,2025-11-12,12,11,4,2025,Y,Y
683,2025-11-13,13,11,4,2025,Y,N
684,2025-11-14,14,11,4,2025,Y,Y
685,2025-11-15,15,11,4,2025,N,N
686,2025-11-16,16,11,4,2025,N,N
687,2025-11-17,17,11,4,2025,Y,N
688,2025-11-18,18,11,4,2025,Y,Y
689,2025-11-19,19,11,4,2025,Y,Y
690,2025-11-20,20,11,4,2025,Y,N
691,2025-11-21,21,11,4,2025,Y,N
692,2025-11-22,22,11,4,2025,N,N
693,2025-11-23,23,11,4,2025,N,Y
694,2025-11-24,24,11,4,2025,Y,Y
695,2025-11-25,25,11,4,2025,Y,Y
696,2025-11-26,26,11,4,2025,Y,N
697,2025-11-27,27,11,4,2025,Y,Y
698,2025-11-28,28,11,4,2025,Y,Y
699,2025-11-29,29,11,4,2025,N,N
700,2025-11-30,30,11,4,2025,N,Y
701,2025-12-01,1,12,4,2025,Y,Y
702,2025-12-02,2,12,4,2025,Y,N
703,2025-12-03,3,12,4,2025,Y,Y
704,2025-12-04,4,12,4,2025,Y,Y
705,2025-12-05,5,12,4,2025,Y,N
706,2025-12-06,6,12,4,2025,N,N
707,2025-12-07,7,12,4,2025,N,N
708,2025-12-08,8,12,4,2025,Y,Y
709,2025-12-09,9,12,4,2025,Y,Y
710,2025-12-10,10,12,4,2025,Y,Y
711,2025-12-11,11,12,4,2025,Y,N
712,2025-12-12,12,12,4,2025,Y,N
713,2025-12-13,13,12,4,2025,N,N
714,2025-12-14,14,12,4,2025,N,Y
715,2025-12-15,15,12,4,2025,Y,Y
716,2025-12-16,16,12,4,2025,Y,N
717,2025-12-17,17,12,4,2025,Y,N
718,2025-12-18,18,12,4,2025,Y,Y
719,2025-12-19,19,12,4,2025,Y,Y
720,2025-12-20,20,12,4,2025,N,N
721,2025-12-21,21,12,4,2025,N,N
722,2025-12-22,22,12,4,2025,Y,Y
723,2025-12-23,23,12,4,2025,Y,Y
724,2025-12-24,24,12,4,2025,Y,N
725,2025-12-25,25,12,4,2025,Y,N
726,2025-12-26,26,12,4,2025,Y,Y
727,2025-12-27,27,12,4,2025,N,Y
728,2025-12-28,28,12,4,2025,N,N
729,2025-12-29,29,12,4,2025,Y,Y
730,2025-12-30,30,12,4,2025,Y,N
731,2025-12-31,31,12,4,2025,Y,Y
