performance_id,campaign_id,channel_id,customer_id,date_id,impressions,clicks,conversions,spend_usd,revenue_usd
2455,1291,6,10930,692,9517,408,32,679.18,3813.58
2456,1762,7,11774,434,7915,3864,122,2735.51,1791.58
2457,1500,3,10093,330,9671,1388,164,2248.02,4179.82
2458,1696,8,10760,4,6972,1266,116,1259.97,1454.46
2459,1838,5,10553,216,3700,692,389,1357.57,3384.46
2460,1344,4,10127,267,3220,54,308,3683.62,7164.67
2461,1550,5,11108,382,338,2753,50,3947.4,2381.53
2462,1316,5,10585,316,5681,139,24,2970.95,4171.6
2463,1958,1,11743,88,247,3817,295,281.61,3555.67
2464,1855,4,10620,181,8835,4252,402,2869.26,3372.58
2465,1875,5,10837,551,1237,4351,295,552.69,7685.43
2466,1399,5,10958,727,3395,1083,233,702.84,2408.07
2467,1274,6,10468,449,7647,3344,2,4189.35,2508.21
2468,1130,6,10893,246,3897,3262,351,4970.79,146.76
2469,1752,7,11623,384,3829,2159,399,827.06,6806.43
2470,1575,6,11381,53,7640,3597,128,3037.93,6592.57
2471,1310,5,10273,462,9423,1029,461,2984.69,879.86
2472,1472,2,10302,548,7750,3246,28,3761.46,7320.63
2473,1912,8,10733,241,7687,3670,269,550.56,7250.29
2474,1736,1,10526,612,9292,3417,229,2937.06,6565.64
2475,1986,7,11426,441,5916,3491,211,3526.49,4313.99
2476,1784,8,10684,380,6725,2045,448,4903.05,3264.38
2477,1093,2,11927,181,322,611,404,4518.43,1665.83
2478,1011,6,11511,216,7308,1623,215,4860.32,4616.44
2479,1925,8,10366,662,8025,1458,29,4240.69,8549.73
2480,1844,4,10835,141,3529,1125,180,3665.36,4604.35
2481,1800,3,11112,160,1416,76,396,843.22,3307.62
2482,1452,7,11521,355,1816,3173,0,3006.83,2912.79
2483,1735,6,10296,61,5215,2321,428,3467.65,6093.43
2484,1474,7,11355,574,4781,2718,403,800.47,5481.56
2485,1863,5,11243,354,137,1652,233,2258.88,3550.76
2486,1632,6,10742,440,9418,1927,249,3308.09,5529.69
2487,1297,1,10932,540,9424,2716,441,3519.68,2434.75
2488,1507,8,10172,40,5315,2422,352,2477.47,4874.66
2489,1411,7,11992,715,9940,806,331,1399.14,6300.83
2490,1859,7,10139,253,7628,942,36,1010.58,6821.71
2491,1606,1,11704,486,1853,383,447,4650.71,3537.27
2492,1860,7,10198,548,4822,2201,91,142.16,2307.18
2493,1553,7,11088,542,9806,927,142,4327.96,989.54
2494,1974,3,11115,318,349,3528,107,4351.19,6281.61
2495,1442,1,11587,342,1679,3374,150,4497.86,1323.91
2496,1167,3,10546,55,5297,3967,366,3169.22,2354.23
2497,1480,6,10764,109,5631,4113,275,2501.16,799.42
2498,1619,3,10628,332,7253,2354,94,2715.55,5320.87
2499,1717,5,11845,352,5473,3028,29,3478.57,3818.89
2500,1161,3,11248,428,5447,4673,356,195.7,2770.28
2501,1478,2,10487,99,9715,2807,443,3346.46,3792.95
2502,1411,7,11952,141,3141,4501,8,3042.59,2894.05
2503,1223,8,11544,697,2458,544,210,345.43,2263.17
2504,1698,8,10074,642,2734,843,243,2151.56,3247.65
2505,1941,8,10915,27,6216,4645,476,3579.65,2964.84
2506,1102,1,10337,598,424,4498,145,4102.38,2681.27
2507,1846,8,10448,674,6634,2637,44,3746.82,8802.46
2508,1170,2,11852,584,7899,2266,439,4391.23,2817.67
2509,1416,7,11868,372,8939,84,93,487.35,994.76
2510,1848,5,10322,384,8137,4964,155,95.43,1077.61
2511,1446,2,11359,94,9082,2159,331,1548.87,9523.48
2512,1099,8,11882,123,5966,4056,375,4127.97,1213.18
2513,1241,5,11629,76,6319,509,195,3978.49,1143.25
2514,1552,7,10405,269,9720,4959,394,1949.41,2597.01
2515,1250,8,10138,96,5476,4048,88,4758.75,1968.73
2516,1788,6,10513,84,3541,992,260,886.72,5463.95
2517,1245,7,10217,707,8960,3141,128,4329.11,4354.15
2518,1121,8,11490,363,8644,3800,269,424.84,6586.8
2519,1860,2,11350,565,9530,2487,258,1937.79,4303.99
2520,1154,6,10207,517,1302,2592,120,194.83,1333.31
2521,1734,7,10752,116,3854,1084,345,3953.44,1853.63
2522,1401,1,11891,419,147,679,27,1884.49,4314.23
2523,1509,2,11609,197,7563,3072,183,935.75,4278.78
2524,1851,8,11370,721,9470,3174,371,4009.89,1071.51
2525,1341,6,10631,505,4926,1750,70,1619.17,6390.57
2526,1508,1,11247,710,7703,4264,415,1378.51,6401.17
2527,1650,8,11266,444,186,3276,311,1241.73,8792.68
2528,1353,3,11923,65,1784,3802,62,468.57,6973.89
2529,1054,5,10055,189,117,4791,108,1369.93,1806.17
2530,1426,6,10192,636,9163,4304,212,2487.64,2632.82
2531,1945,2,10660,165,7650,439,350,59.91,4231.84
2532,1080,4,11581,608,9377,4283,175,1428.13,2504.36
2533,1229,4,11845,202,9893,3860,428,762.07,9097.13
2534,1929,4,10537,719,3075,1296,39,999.98,4101.06
2535,1295,8,11301,573,7704,2990,450,550.25,7844.98
2536,1801,5,11323,311,6838,2213,149,2985.23,1785.99
2537,1455,6,10438,341,2505,1654,75,270.62,1021.78
2538,1516,4,10886,149,9041,3256,440,2265.33,8933.0
2539,1747,6,11922,536,5089,2224,297,4232.93,3852.81
2540,1247,2,10311,304,5890,1322,429,2410.57,6561.86
2541,1998,5,11131,12,5868,2371,408,1329.65,3070.49
2542,1428,8,11111,47,3749,4223,199,4190.97,827.34
2543,1823,3,10755,580,5218,981,250,4312.8,6247.03
2544,1116,3,11417,686,3737,2899,322,1174.77,8786.09
2545,1035,4,10587,434,5429,4752,4,375.2,7228.35
2546,1110,1,10178,216,4743,816,274,3523.18,6750.39
2547,1260,1,11748,226,5388,287,365,250.19,4282.5
2548,1266,2,10060,590,5839,3909,473,1256.07,8482.95
2549,1307,8,10962,354,7822,774,495,840.26,7447.24
2550,1902,7,11123,657,4246,4588,239,3708.17,8506.81
2551,1357,1,11735,43,1510,2890,223,513.09,6932.14
2552,1787,7,10199,242,8166,2107,120,2766.46,9406.3
2553,1455,4,11358,138,6893,3492,236,1898.6,5987.38
2554,1331,8,10940,627,5222,4055,448,1771.82,8366.64
2555,1490,5,10800,582,950,959,211,1839.51,4444.22
2556,1587,4,11830,512,4494,537,462,2311.3,1357.61
2557,1334,4,11759,416,9126,314,366,2057.3,5710.32
2558,1866,4,11371,714,9366,3232,102,4791.32,3898.41
2559,1422,7,11340,656,8795,984,190,492.14,1879.69
2560,1671,8,10903,174,1128,2621,289,1300.79,8391.64
2561,1701,1,10553,247,5096,1227,227,4351.99,9603.31
2562,1101,8,11846,297,6302,4549,104,615.95,8159.37
2563,1944,2,11732,190,4953,3935,27,3827.45,8458.23
2564,1966,2,11960,489,4593,4968,290,1396.36,2017.18
2565,1147,3,11130,508,4691,3398,20,192.91,2212.96
2566,1662,6,10100,428,6339,4293,336,1645.7,4859.23
2567,1121,8,11592,435,4488,2210,155,1806.62,5843.03
2568,1055,2,10933,114,3252,4915,175,4455.82,6043.68
2569,1627,1,10295,509,6622,2599,448,864.87,5778.66
2570,1818,5,11074,610,8465,3682,115,878.68,4015.64
2571,1750,8,11124,360,8444,3178,415,3967.48,474.04
2572,1242,4,11909,129,9268,1134,94,278.96,4134.41
2573,1940,1,10384,203,6022,1302,420,4806.12,5112.74
2574,1237,4,11721,195,6365,1338,134,2635.67,6093.82
2575,1729,5,11232,503,6137,291,221,2184.15,794.0
2576,1039,8,10809,301,9506,4643,78,244.06,6327.16
2577,1075,2,11901,522,4925,2705,205,3502.33,6556.57
2578,1003,4,11556,91,2985,3104,250,2669.03,5773.37
2579,1358,7,10226,71,4277,571,385,2099.13,8033.56
2580,1760,2,10998,487,4341,3325,346,4506.61,2060.1
2581,1603,6,11680,311,4913,3286,178,2275.22,3071.24
2582,1522,6,10597,309,4567,1825,229,1609.46,8996.51
2583,1917,7,11568,428,7332,360,29,3920.15,9199.47
2584,1985,7,10344,631,894,422,337,3998.75,6236.35
2585,1517,1,11170,558,5262,1596,262,713.22,8194.45
2586,1984,1,10582,45,7941,1463,315,4006.44,762.24
2587,1797,5,10128,448,3394,825,72,1953.23,638.39
2588,1550,7,10845,287,2398,75,257,182.71,6845.63
2589,1761,5,11656,252,8311,4195,78,3742.26,5820.44
2590,1796,2,11233,649,317,246,497,1498.45,9417.13
2591,1379,8,10416,265,9085,2321,258,1438.79,269.35
2592,1273,1,11630,586,8494,4916,345,1645.6,2154.74
2593,1553,6,11920,495,1622,1126,112,2561.68,8127.84
2594,1996,8,10450,155,2477,4862,393,263.39,2972.89
2595,1119,7,10404,318,8300,432,281,457.02,1908.73
2596,1920,6,10184,527,7738,933,95,3895.04,5999.62
2597,1174,2,11862,509,3255,4700,303,4326.72,7001.84
2598,1760,6,10295,216,2909,3233,173,2526.29,1089.41
2599,1451,4,11873,41,9541,3185,429,1647.45,5732.83
2600,1590,2,10420,430,6200,2253,275,4464.76,9951.31
2601,1248,5,11907,109,5613,1715,263,2628.29,1655.56
2602,1828,8,10482,415,3329,3845,406,1883.47,5443.27
2603,1236,3,10773,543,331,2997,146,960.63,3732.3
2604,1145,1,10393,713,123,1985,466,2654.88,4581.01
2605,1626,5,11543,383,9990,4728,314,2457.65,4108.61
2606,1549,4,11861,662,2931,1846,375,3887.03,2549.73
2607,1933,2,10278,264,5157,4472,33,2318.75,4023.73
2608,1099,5,10287,731,3798,903,179,946.67,1316.85
2609,1778,5,10652,548,3394,1330,250,2271.1,7485.57
2610,1522,5,10643,636,3181,2752,129,964.31,6438.84
2611,1922,4,10373,598,7120,754,57,3787.66,1474.63
2612,1030,7,11810,595,5175,697,464,4118.26,5057.05
2613,1077,8,11492,400,3749,2901,384,3742.44,9490.27
2614,1407,1,10161,29,9656,2351,371,4215.75,9175.58
2615,1504,6,11181,83,1961,3155,156,4852.92,5760.25
2616,1261,3,11836,526,9790,384,137,3874.85,4849.39
2617,1946,3,11711,503,1738,4986,387,1703.85,4070.78
2618,1990,6,11019,137,6051,1187,183,3587.13,5266.92
2619,1783,1,10844,566,2970,601,144,2429.62,3388.64
2620,1527,1,11295,200,3290,3437,364,2273.01,5376.12
2621,1338,4,10482,707,2192,1447,217,1264.3,1463.98
2622,1750,3,10301,549,2490,1267,466,4013.48,4163.25
2623,1496,2,10215,85,6416,2581,335,4882.72,2192.33
2624,1543,7,11532,692,4697,3990,475,473.21,5613.46
2625,1891,4,11275,307,6539,947,408,4662.44,4548.93
2626,1433,1,10375,9,1189,2567,185,105.72,2649.85
2627,1936,7,10306,663,2160,3531,265,4760.93,2623.25
2628,1613,4,11443,415,9486,4798,433,3822.18,1629.29
2629,1344,6,10397,183,4264,2161,192,2118.31,3681.05
2630,1424,6,11121,439,8410,536,206,4409.7,7180.25
2631,1437,3,10851,538,6530,184,46,1586.5,3248.71
2632,1881,7,11094,221,6824,4883,4,1201.99,2379.63
2633,1321,8,10739,483,9808,2173,265,248.55,6185.14
2634,1879,2,10961,672,2593,1967,26,4997.73,7949.92
2635,1273,8,11703,186,8343,420,136,747.49,9060.53
2636,1915,2,11134,648,3407,1452,393,3464.21,9473.7
2637,1091,5,10732,433,618,1358,41,1635.71,8422.9
2638,1258,6,10082,585,3405,4056,189,707.47,5321.92
2639,1212,4,11583,643,9401,948,116,423.68,8802.84
2640,1193,2,11751,132,4482,3142,488,2929.71,6416.31
2641,1902,5,11062,210,8818,1223,118,1968.89,5263.38
2642,1163,7,10321,639,417,1012,61,3423.37,6597.53
2643,1365,6,10624,160,3624,1550,14,433.91,8195.8
2644,1452,1,11460,198,2725,798,239,2695.25,1156.03
2645,1357,2,10111,508,5490,1100,15,2912.57,9601.06
2646,1399,1,11956,198,5785,3871,398,250.87,4125.29
2647,1566,1,11751,167,6762,4057,435,4453.04,3624.58
2648,1124,5,11844,658,5922,3213,498,2970.47,9349.06
2649,1737,5,11786,531,7152,4109,382,1259.88,6792.1
2650,1721,1,11916,499,4331,77,118,1347.69,7295.43
2651,1125,2,10558,572,6391,4503,54,2725.78,9730.68
2652,1975,3,11665,325,256,1153,93,166.07,8579.19
2653,1123,6,11570,524,4918,113,424,4392.95,2391.37
2654,1233,2,11846,479,4196,4907,275,3653.68,4796.22
2655,1272,3,11592,53,3539,418,181,4426.69,2130.77
2656,1167,5,11649,339,7072,2462,288,3929.26,9704.23
2657,1966,8,10613,158,5711,2015,246,3220.23,4777.85
2658,1352,5,10121,364,1939,405,194,3580.87,1420.76
2659,1873,8,10872,630,1086,569,199,939.25,7678.88
2660,1331,8,11770,477,3707,3078,120,4168.26,8486.04
2661,1136,7,10255,648,1454,1300,99,4770.44,378.97
2662,1458,8,11640,57,7115,1024,417,534.11,1102.09
2663,1790,1,11737,149,8686,3695,186,2486.22,2574.5
2664,1216,7,10695,591,3712,3379,460,1658.43,2163.7
2665,1043,4,10988,478,9145,4689,49,4325.38,5953.04
2666,1230,1,10249,420,1737,3409,358,1442.45,2037.61
2667,1399,8,10220,505,9163,3871,135,4747.67,6879.07
2668,1783,8,10202,155,5357,4685,93,1323.82,4290.2
2669,1558,3,10321,342,2948,1159,413,3292.34,3956.44
2670,1250,1,10978,544,5766,609,317,2907.29,8110.82
2671,1798,5,11823,710,6151,3593,245,2235.4,7836.12
2672,1689,6,11888,439,4297,219,238,2244.72,4045.69
2673,1242,7,10347,663,860,280,487,1906.58,8494.18
2674,1198,8,11049,608,7097,4046,132,3784.37,4019.44
2675,1822,4,11327,346,4093,700,339,2350.03,119.12
2676,1580,3,10780,414,3425,51,348,98.41,9928.0
2677,1572,1,11549,481,5672,4297,307,3880.97,8101.39
2678,1765,4,10166,19,4743,274,57,1628.21,6144.77
2679,1987,7,10668,624,2442,4523,255,1493.0,6981.26
2680,1850,6,10225,181,7958,2894,170,2488.67,6287.09
2681,1350,2,10222,663,843,1771,479,705.93,4420.05
2682,1674,3,10434,129,829,2603,348,4422.2,5412.0
2683,1749,2,11020,163,6010,2553,372,765.27,8645.72
2684,1068,1,11485,348,5640,3417,489,1450.99,5044.92
2685,1601,7,11664,508,327,1346,492,1920.89,7295.09
2686,1632,3,11496,370,352,2682,115,2173.73,2071.0
2687,1840,4,10080,89,4097,2156,187,1642.61,7109.44
2688,1518,2,10726,451,1469,3265,380,494.54,794.66
2689,1402,4,10792,116,2386,2541,299,1503.51,4541.78
2690,1663,8,10085,277,5588,2175,158,4409.36,8204.33
2691,1491,8,11795,670,6167,580,13,315.2,7295.65
2692,1304,2,10471,577,9968,1828,308,1461.84,2054.29
2693,1866,7,10770,623,9260,1481,285,4621.35,6324.08
2694,1285,6,10297,230,8558,1735,233,2303.36,6515.14
2695,1219,2,11339,474,7589,2846,265,2608.52,2850.9
2696,1971,1,10372,705,5146,624,167,3593.71,9368.9
2697,1269,3,10380,469,6392,2650,392,3253.18,694.39
2698,1382,8,11531,179,2124,1660,424,2509.76,2795.5
2699,1882,5,11218,529,5620,3693,375,712.23,1174.15
2700,1763,8,11798,470,5867,4319,121,3470.89,4949.62
2701,1935,3,10283,159,2885,1283,244,3958.05,7301.99
2702,1926,2,10881,620,7547,1393,388,4599.04,9341.64
2703,1476,5,10224,60,3268,2347,348,470.7,6939.69
2704,1892,6,11068,411,4834,4955,201,973.16,2627.36
2705,1291,3,11594,191,6915,4235,142,2482.09,3699.6
2706,1555,5,11545,288,7089,228,473,3561.66,9741.2
2707,1026,5,11099,443,5486,2314,221,4642.74,5967.43
2708,1885,4,11504,657,893,3350,383,838.9,1602.46
2709,1156,1,10662,363,5197,2731,394,456.68,7489.05
2710,1281,2,11266,666,1492,1203,241,4962.28,2433.37
2711,1582,7,10877,97,3355,3325,496,1951.53,8598.04
2712,1207,1,10609,94,3020,2353,224,2961.72,4250.39
2713,1885,3,11696,528,2523,2180,172,1684.91,4483.13
2714,1854,5,11155,687,5984,4259,446,349.44,6599.54
2715,1042,8,10166,285,5673,713,77,2081.17,4052.11
2716,1816,1,11405,137,6969,70,434,2431.31,7686.83
2717,1524,4,10835,285,2589,4788,371,3801.59,3363.1
2718,1505,2,10252,603,6255,588,313,3622.25,1598.68
2719,1411,6,11658,424,2353,1998,375,1052.89,2398.13
2720,1367,8,11799,630,1027,4237,342,1359.41,2410.84
2721,1317,4,11737,57,3209,4351,247,4831.03,1913.85
2722,1498,4,11233,343,7656,2778,35,2329.38,8966.65
2723,1975,8,11878,589,3192,1903,325,2131.02,4166.19
2724,1730,8,11893,539,9561,3130,23,3816.68,346.24
2725,1256,4,11976,492,1773,1071,80,707.15,1389.34
2726,1416,6,11858,350,5852,1422,334,4199.06,8873.84
2727,1336,1,11013,63,1697,2783,422,4748.47,3870.93
2728,1757,4,10931,204,5753,540,237,1939.25,9590.64
2729,1604,5,11942,409,7503,609,89,54.47,1534.12
2730,1238,8,10334,639,1440,1554,412,1748.53,4682.91
2731,1116,3,10955,258,2810,1832,439,2427.63,3002.3
2732,1200,5,10562,154,8908,397,332,2453.87,2395.46
2733,1310,1,11574,653,2435,4089,143,1668.66,6569.75
2734,1682,4,10305,649,9879,3739,60,2928.97,8169.71
2735,1933,3,11261,185,6196,675,217,3604.78,9718.6
2736,1911,4,11689,51,5660,4070,40,3959.74,2813.35
2737,1340,6,10779,533,7110,516,329,1133.11,7054.14
2738,1330,2,10557,226,3238,3260,257,4346.37,8920.11
2739,1769,6,10360,127,1327,4797,211,4350.79,7592.26
2740,1213,5,10219,211,9982,1654,243,4524.98,7162.35
2741,1344,8,10160,415,3748,4458,230,1009.13,7385.5
2742,1734,5,10219,6,8842,3587,420,643.42,578.6
2743,1696,6,11852,573,7747,1756,385,1113.32,9091.08
2744,1721,7,11905,201,8571,775,115,3429.13,3771.44
2745,1241,3,10695,519,9265,3085,356,263.41,771.45
2746,1125,8,10297,479,6203,1738,172,527.67,4427.5
2747,1497,7,11105,677,8998,301,460,3361.59,3483.49
2748,1489,3,10757,10,2331,426,374,4613.47,1146.66
2749,1440,8,10630,651,3125,3529,302,2329.63,9703.61
2750,1415,1,11581,414,4229,3794,69,2231.28,1809.5
2751,1402,8,11584,254,7331,1236,260,3046.91,6954.33
2752,1936,6,11044,432,2808,3655,24,4354.38,1930.8
2753,1307,8,11861,707,3267,3666,175,156.95,4969.71
2754,1739,5,10351,180,7826,3415,198,3703.39,2144.7
2755,1617,2,11937,311,8710,1885,448,1125.28,1233.57
2756,1169,1,10353,612,6799,1731,432,368.56,6500.93
2757,1598,6,10702,54,9385,3148,392,3892.46,6086.47
2758,1419,3,11072,406,6967,1502,32,3361.43,4756.24
2759,1321,7,11983,38,7758,256,473,677.75,4228.46
2760,1914,4,10426,454,2520,478,24,1221.28,974.09
2761,1709,6,10051,109,7160,1614,352,2359.01,3780.26
2762,1949,1,10964,385,9433,2411,241,2114.85,3907.4
2763,1144,1,10935,11,6984,1323,224,1186.73,9841.17
2764,1127,7,11331,686,6600,1453,436,2274.19,8029.55
2765,1572,7,11702,562,5230,3247,85,581.57,4949.34
2766,1916,5,11620,289,7655,1264,375,410.47,3855.64
2767,1707,3,10691,193,4989,1783,295,4497.01,7649.78
2768,1493,4,10307,257,5066,4221,34,361.28,3442.81
2769,1682,2,10114,27,1010,4477,313,438.35,1679.97
2770,1615,8,10389,498,8062,2825,256,568.51,921.21
2771,1137,7,10533,238,1963,939,346,2285.77,6878.53
2772,1629,2,11692,508,7250,1880,389,1311.13,2786.25
2773,1544,7,11242,313,7180,3960,358,2098.72,1534.87
2774,1126,8,10008,697,5333,4984,474,3758.55,9637.32
2775,1528,4,11242,566,970,699,371,3664.19,4108.82
2776,1235,2,11350,700,643,1544,491,1685.32,5764.14
2777,1724,5,11197,250,1450,270,165,2042.68,577.1
2778,1075,6,10806,99,2559,2454,307,3630.84,6380.09
2779,1292,7,10608,687,3916,2457,148,1089.79,8737.36
2780,1773,6,11804,575,7699,4997,398,2795.59,3795.03
2781,1157,5,11259,108,3029,3657,484,462.76,4435.0
2782,1426,8,11795,644,7521,349,446,279.18,2895.28
2783,1425,2,11148,410,6546,2099,354,4922.88,8896.59
2784,1840,2,10962,236,9905,21,460,2225.24,8395.56
2785,1708,1,10618,283,2973,2838,484,4929.1,6745.51
2786,1623,6,10824,540,188,1806,208,1175.13,5688.48
2787,1042,2,11319,668,855,4561,46,4797.28,975.01
2788,1955,2,10472,191,4224,726,307,1284.59,339.9
2789,1121,1,11521,709,9824,2100,140,798.47,4447.43
2790,1892,2,10798,436,8996,4826,479,2353.27,1822.7
2791,1169,7,10098,691,9891,2588,369,1400.62,3866.32
2792,1147,3,10248,162,7327,3588,287,1375.81,2207.68
2793,1426,3,11522,453,4726,4025,483,3421.35,1484.62
2794,1291,4,10064,624,6394,1305,349,2154.31,6331.12
2795,1232,3,11983,476,7497,2601,4,4471.4,9454.05
2796,1270,7,10776,139,8780,3127,414,815.4,7300.97
2797,1977,2,11922,273,8299,3098,26,872.49,4048.21
2798,1997,8,10458,579,4443,2922,461,4160.9,5884.43
2799,1493,8,11997,395,1471,1837,229,2144.03,8052.68
2800,1893,2,11010,431,6732,1060,494,1297.9,6432.77
2801,1459,6,10370,77,7634,4014,491,4092.25,2623.75
2802,1524,5,11263,635,9708,1063,19,4563.82,4055.24
2803,1246,8,10791,266,8986,4065,110,800.97,149.72
2804,1435,4,11966,398,7799,4411,346,2962.5,5091.07
2805,1079,4,11230,80,4433,2145,3,929.72,423.85
2806,1075,4,10495,670,8712,3738,150,4307.6,6718.75
2807,1755,2,11898,113,7331,4776,500,3964.02,2784.97
2808,1294,6,11883,393,5054,1694,429,1988.66,614.13
2809,1903,6,10736,559,132,1598,263,2712.27,2762.66
2810,1882,8,10721,689,7602,220,150,4849.29,6671.33
2811,1779,1,11414,398,9402,2848,454,4219.66,221.35
2812,1054,8,11539,520,7549,2034,42,4399.37,5421.3
2813,1553,2,11958,169,5759,3433,231,1483.98,5075.89
2814,1284,6,11260,579,2445,116,260,4691.59,1769.92
2815,1240,4,11628,517,5823,4379,338,422.7,626.53
2816,1727,5,11903,673,3074,829,218,4830.68,3952.31
2817,1623,5,10170,218,5898,2379,491,2849.49,3360.74
2818,1237,1,10086,316,8247,3506,16,1204.08,6081.81
2819,1188,1,11511,452,2132,2427,326,3094.34,4404.07
2820,1388,2,10756,108,6395,1881,233,3601.81,7497.22
2821,1036,1,11462,504,1026,2969,55,2974.98,3178.12
2822,1981,2,10790,381,1665,4178,461,4398.37,1406.03
2823,1477,8,11413,557,3226,4046,270,1123.83,3547.05
2824,1628,3,10781,326,8185,238,12,4857.58,8753.22
2825,1975,1,11064,41,6715,2472,8,3212.61,8401.46
2826,1909,5,11676,29,7196,1233,431,1101.19,7952.58
2827,1555,5,10975,382,8642,4964,203,2064.08,1901.35
2828,1998,5,10458,193,2353,885,307,3150.94,5425.08
2829,1525,6,10900,677,7667,16,119,847.43,6210.85
2830,1438,1,11690,392,8105,1284,72,2193.8,2114.1
2831,1179,4,10310,545,2868,468,138,1616.54,3368.81
2832,1472,3,10228,426,6426,696,74,4920.33,9780.05
2833,1445,6,10765,64,2329,1691,25,2764.18,7594.77
2834,1177,5,10306,372,2311,1003,348,1389.69,1420.57
2835,1792,7,10338,90,5940,2072,154,2824.55,1477.28
2836,1858,1,11101,122,1514,2196,194,4166.57,6790.64
2837,1544,2,10683,23,7201,2348,73,4777.46,2770.69
2838,1793,7,11373,255,1779,2316,158,915.6,3773.49
2839,1628,8,11753,664,6762,746,325,446.12,6118.16
2840,1920,1,10874,670,983,3045,490,537.52,5298.91
2841,1600,7,10934,493,6698,3893,431,3758.39,7867.4
2842,1936,7,10730,301,4254,416,70,729.56,2564.07
2843,1568,1,10940,581,8054,761,209,1591.91,781.13
2844,1978,1,11477,627,6728,3169,116,3319.77,8815.57
2845,1096,6,11129,384,1879,4208,393,3549.67,7487.79
2846,1732,4,11324,649,2290,4895,98,2351.08,7583.47
2847,1372,2,10453,90,7948,3054,351,3412.16,550.43
2848,1800,8,11366,60,8272,4114,25,3137.03,5288.04
2849,1011,1,10162,382,4891,483,17,4412.22,5824.25
2850,1824,4,11383,615,1305,589,91,4293.82,172.69
2851,1310,6,10094,184,9309,801,312,101.17,2259.65
2852,1484,8,11264,277,9847,4350,161,4666.11,6494.28
2853,1964,6,11588,290,7800,4351,61,4035.12,1363.87
2854,1401,4,10877,541,7390,4579,151,1465.25,1212.9
2855,1795,6,10960,120,9055,2682,245,191.21,2603.67
2856,1522,3,10513,203,601,321,101,1629.83,303.69
2857,1734,2,11597,163,9192,4322,38,1701.74,7761.04
2858,1611,1,11891,24,2912,2412,406,4837.12,6710.23
2859,1317,6,11081,236,3096,3786,204,100.86,4257.16
2860,1813,1,10586,49,8531,2673,275,4964.51,1910.94
2861,1441,4,10053,406,7100,1597,36,3971.68,1274.57
2862,1700,6,11374,12,2666,2772,60,1782.19,3621.46
2863,1837,6,11423,451,1614,900,131,4112.36,6164.07
2864,1640,4,10897,322,9524,2253,5,1221.36,5737.47
2865,1244,2,11346,585,1496,3672,390,1312.52,8237.81
2866,1678,5,11602,522,8910,73,108,404.59,4547.57
2867,1902,7,10083,603,4607,14,132,4826.32,7182.37
2868,1275,3,10742,679,5997,1506,357,3970.79,9797.29
2869,1685,3,11460,677,5533,4517,309,4902.94,9327.5
2870,1283,6,10936,705,7116,4180,239,2656.9,5381.34
2871,1216,5,11520,559,7204,1455,38,589.68,1282.09
2872,1350,3,10999,659,231,3299,133,4452.5,565.02
2873,1884,6,11470,263,3425,747,164,1344.16,8728.62
2874,1453,6,11259,306,9184,2554,121,3257.42,1406.59
2875,1767,1,11323,174,2141,2188,360,2309.64,5574.24
2876,1153,2,10214,686,8771,3438,304,4406.35,9481.77
2877,1230,5,11268,310,6007,1016,85,2589.61,8324.67
2878,1695,4,10277,410,5066,281,270,4532.8,8684.52
2879,1405,3,11218,268,9003,3673,113,1893.45,2923.0
2880,1687,4,10480,589,3059,3541,88,3987.26,1173.26
2881,1515,4,11284,621,7531,401,6,4742.11,9133.78
2882,1287,2,10394,295,3905,570,357,3326.0,1357.3
2883,1159,2,11360,703,9413,81,25,3718.81,421.82
2884,1320,1,10328,481,2042,2712,439,1883.48,626.1
2885,1871,8,11540,269,140,2188,298,333.5,2693.4
2886,1345,8,10081,318,2374,3947,128,1108.01,5012.24
2887,1449,8,11071,71,5519,82,366,4396.19,992.42
2888,1548,3,10919,80,8842,4634,485,3955.97,6930.04
2889,1353,5,11362,338,2849,1109,114,3097.47,7255.52
2890,1515,3,11184,647,2810,59,43,1944.93,5826.81
2891,1991,8,10176,55,2253,4189,88,913.25,2460.99
2892,1366,5,11301,474,7069,3735,65,3415.85,6724.04
2893,1469,1,10014,355,2026,2328,17,2967.43,6663.29
2894,1918,8,11875,3,3590,4316,347,3606.28,8265.87
2895,1341,5,10671,12,4543,4045,199,1832.79,1712.77
2896,1517,1,10400,503,3839,4685,488,2079.28,3929.03
2897,1403,3,11255,310,8576,2248,283,1036.55,9604.33
2898,1679,7,10404,2,9991,303,136,2808.1,4189.1
2899,1363,3,10654,338,1565,1273,232,2562.62,6967.26
2900,1494,7,10915,119,941,3845,481,4442.47,6862.74
2901,1747,6,10854,497,1738,2988,149,1581.39,3414.73
2902,1015,5,10148,416,7655,2778,355,4602.24,5731.67
2903,1120,7,11729,476,5638,3587,273,996.11,7934.06
2904,1849,6,11492,388,4435,4237,331,1957.75,7552.98
2905,1577,8,10146,163,4132,4982,337,4478.12,4214.04
2906,1371,1,10180,387,9183,871,105,1880.07,524.67
2907,1025,5,10334,403,7010,1776,148,2584.25,1073.98
2908,1650,2,11130,487,6176,3291,353,4210.61,4877.08
2909,1689,6,10161,270,8918,3874,127,795.5,7565.94
2910,1260,1,10867,725,6828,4883,405,2004.63,5251.43
2911,1630,3,10101,108,7361,545,269,534.16,1795.44
2912,1547,8,11159,41,8375,748,418,1340.39,7851.68
